Group,Module Code,Module Name,Question ID,Review Mode,Impact Level,Question Text,Helper Text,Response Options,Condition
Service & Support,P1,"Policy, procurement and inclusion",P1-F-3,Pulse Check,high,Do you have a Disability Inclusion Action Plan (DIAP) or equivalent?,"A Disability Inclusion Action Plan (DIAP) is a documented plan that outlines specific actions your organisation will take to improve accessibility and inclusion over time.

DIAPs typically cover:
• Current accessibility status
• Goals and priorities
• Specific actions with timeframes
• Responsibilities and accountability
• How progress will be measured

A DIAP demonstrates commitment and provides a roadmap for continuous improvement.","Yes | In development | No | Not sure",
Service & Support,P1,"Policy, procurement and inclusion",P1-F-4,Pulse Check,medium,Do you accept the Companion Card for carers or support people?,"The Companion Card is an Australian program that allows people with disability who require attendant care support to participate in community activities without having to pay for their companion's entry.

Accepting the Companion Card means providing free or discounted entry for the cardholder's companion to ticketed venues, events, or activities.","Yes | No | Not applicable | Not sure",
Service & Support,P1,"Policy, procurement and inclusion",P1-F-5,Pulse Check,medium,Do you have accessible pricing or concession options?,"Accessible pricing recognises that some people with disability may face additional costs or barriers to participation. This might include:

• Concession pricing for people with disability
• Free or discounted entry for carers/companions
• Flexible payment options
• No penalty for accessibility-related cancellations
• Discounts for assistive technology users","Yes | Some options | No | Not applicable | Not sure",
Service & Support,P1,"Policy, procurement and inclusion",P1-F-6,Pulse Check,high,Does your organisation have a policy on assistance animals?,"An assistance animal policy ensures staff understand that customers with assistance animals must not be refused entry or service. Assistance animals are generally permitted in all areas open to the public, including food and dining areas.

A clear policy helps staff respond confidently and consistently when customers arrive with assistance animals.","Yes | Informal understanding | No | Not sure",
Service & Support,P1,"Policy, procurement and inclusion",P1-D-6,Deep Dive,medium,Is accessibility considered in your marketing and communications strategy?,"Accessible marketing ensures your promotional materials reach and resonate with people with disability. This includes:

• Using accessible formats for marketing materials
• Including people with disability in imagery and messaging
• Ensuring social media content is accessible
• Highlighting accessibility features in promotions
• Using inclusive language","Yes | Sometimes | No | Not sure",
Service & Support,P1,"Policy, procurement and inclusion",P1-D-7,Deep Dive,medium,Do you engage with people with disability in planning or reviewing your services?,"Engaging people with disability in planning helps ensure services meet real needs. This might include:

• Consulting with disability organisations
• Including people with disability on advisory groups
• User testing with people with disability
• Seeking feedback from customers with disability
• Co-design processes","Yes | Sometimes | No | Not sure",
Service & Support,P1,"Policy, procurement and inclusion",P1-D-8,Deep Dive,low,Do you track and report on accessibility improvements?,"Tracking progress helps demonstrate commitment and identify areas needing attention. This might include:

• Regular accessibility audits
• Tracking customer feedback
• Measuring staff training completion
• Reporting on DIAP progress
• Setting and reviewing accessibility KPIs","Yes | Informally | No | Not sure",
Service & Support,P2,Employing people with disability,P2-F-1,Pulse Check,high,Does your organisation actively recruit people with disability?,"Active recruitment means taking deliberate steps to attract candidates with disability. This might include:

• Posting jobs on disability employment services
• Using inclusive language in job ads
• Offering alternative application formats
• Partnering with disability employment organisations
• Attending disability-focused career fairs","Yes | Sometimes | No | Not sure",
Service & Support,P2,Employing people with disability,P2-F-2,Pulse Check,high,Is your recruitment process accessible to people with disability?,"An accessible recruitment process ensures all candidates can apply and participate equally. Consider:

• Job ads in accessible formats
• Application forms that work with screen readers
• Interview locations that are physically accessible
• Offering adjustments during interviews
• Clear information about accessibility support available","Yes | Partially | No | Not sure",
Service & Support,P2,Employing people with disability,P2-F-3,Pulse Check,high,Do you provide workplace adjustments for employees with disability?,"Workplace adjustments (reasonable adjustments) are changes to the work environment, schedule, or role that enable employees with disability to perform their job effectively. Examples include:

• Modified workstations or equipment
• Flexible working hours or locations
• Assistive technology (screen readers, voice recognition)
• Modified duties or job restructuring
• Support workers or job coaches
• Additional breaks or quiet spaces","Yes | Case by case | No | Not sure",
Service & Support,P2,Employing people with disability,P2-D-1,Deep Dive,medium,Do you have a process for employees to request workplace adjustments?,"A clear process helps employees feel comfortable requesting support. Best practice includes:

• Information about available adjustments
• Clear point of contact for requests
• Confidential discussion process
• Reasonable timeframes for implementation
• Regular review of adjustments","Yes | Informal process | No | Not sure",
Service & Support,P2,Employing people with disability,P2-D-2,Deep Dive,medium,Do you track the employment of people with disability in your organisation?,"Tracking employment data (with appropriate consent and privacy protections) helps you understand your workforce diversity and set improvement goals. This might include:

• Voluntary disclosure surveys
• Tracking adjustment requests
• Monitoring retention rates
• Setting employment targets","Yes | Informally | No | Not sure",
Service & Support,P2,Employing people with disability,P2-D-3,Deep Dive,medium,Do managers receive training on supporting employees with disability?,"Manager training helps create a supportive environment. Training might cover:

• Understanding disability and inclusion
• Having conversations about adjustments
• Legal obligations and rights
• Creating inclusive team environments
• Supporting career development","Yes | Some managers | No | Not sure",
Service & Support,P3,Staff training and awareness,P3-F-1,Pulse Check,high,Do all customer-facing staff receive disability awareness training?,"Disability awareness training helps staff interact confidently and respectfully with customers with disability. Good training covers:

• Understanding different types of disability
• Communication approaches
• Offering assistance appropriately
• Using accessible facilities and equipment
• Responding to specific requests","Yes - all staff | Some staff | No | Not sure",
Service & Support,P3,Staff training and awareness,P3-F-2,Pulse Check,high,Is disability awareness included in staff onboarding?,"Including accessibility in onboarding ensures all new staff start with the right foundation. This might include:

• Introduction to your accessibility commitment
• Overview of accessible facilities and features
• How to assist customers with disability
• Who to contact for support
• Key policies and procedures","Yes | Sometimes | No | Not sure",
Service & Support,P3,Staff training and awareness,P3-F-3,Pulse Check,high,Do staff know how to use accessibility features and equipment?,"Staff should be familiar with accessibility features at your venue, such as:

• Hearing loops and how to activate them
• Portable ramps and where they are stored
• Accessible toilet features (Changing Places, hoists)
• Assistive listening devices
• Wheelchair-accessible routes","Yes | Some staff | No | Not applicable | Not sure",
Service & Support,P3,Staff training and awareness,P3-D-1,Deep Dive,medium,Is disability training refreshed regularly?,"Regular refresher training helps maintain awareness and incorporate new learning. Consider:

• Annual refresher sessions
• Updates when new features are added
• Including accessibility in team meetings
• Sharing customer feedback and learnings","Yes | Sometimes | No | Not sure",
Service & Support,P3,Staff training and awareness,P3-D-2,Deep Dive,medium,Have staff received training from people with lived experience of disability?,"Training delivered by people with disability provides authentic insights and builds genuine understanding. This might include:

• Guest speakers with disability
• Training organisations led by people with disability
• Customer panels sharing their experiences
• Disability consultants","Yes | Sometimes | No | Not sure",
Service & Support,P3,Staff training and awareness,P3-D-3,Deep Dive,low,Do staff have access to resources about accessibility and disability?,"Ongoing resources help staff build knowledge over time. Resources might include:

• Quick reference guides
• Intranet resources
• Contact details for questions
• Links to external resources
• Regular accessibility updates","Yes | Limited | No | Not sure",
Service & Support,P4,Accessible procurement,P4-F-1,Pulse Check,high,Do you consider accessibility when selecting suppliers and partners?,"Accessible procurement ensures that products, services, and experiences delivered by third parties also meet accessibility standards. Consider accessibility when:

• Purchasing software or technology
• Hiring contractors for events or services
• Selecting venue partners
• Buying equipment or furniture
• Commissioning communications or marketing","Yes | Sometimes | No | Not sure",
Service & Support,P4,Accessible procurement,P4-F-2,Pulse Check,high,Do you include accessibility requirements in contracts and tenders?,"Including accessibility in contracts sets clear expectations. Requirements might cover:

• WCAG compliance for digital products
• Physical accessibility standards
• Accessible document formats
• Captioning and audio description
• Staff training requirements","Yes | Sometimes | No | Not sure",
Service & Support,P4,Accessible procurement,P4-D-1,Deep Dive,medium,Do you ask suppliers about their accessibility practices?,"Understanding supplier practices helps make informed choices. Questions might cover:

• Their accessibility policy
• WCAG compliance status
• Experience with accessibility requirements
• Willingness to meet your standards
• References from other accessibility-focused clients","Yes | Sometimes | No | Not sure",
Service & Support,P4,Accessible procurement,P4-D-2,Deep Dive,medium,Do you prioritise suppliers with strong accessibility practices?,"Choosing accessible suppliers supports the broader accessibility ecosystem. Consider:

• Suppliers owned by people with disability
• Disability employment services
• Certified accessible businesses
• Suppliers with documented accessibility commitments","Yes | Sometimes | No | Not sure",
Service & Support,P4,Accessible procurement,P4-D-3,Deep Dive,medium,Do you verify that delivered products and services meet accessibility requirements?,"Verification ensures requirements are actually met. This might include:

• Accessibility testing before acceptance
• Review against stated requirements
• User testing with people with disability
• Regular compliance audits","Yes | Sometimes | No | Not sure",
Service & Support,P5,Continuous improvement and reporting,P5-F-1,Pulse Check,high,Do you regularly review your accessibility performance?,"Regular reviews help identify progress and areas for improvement. Reviews might cover:

• Progress against action plans
• Customer feedback analysis
• Audit findings
• Staff training completion
• Complaint trends","Yes | Sometimes | No | Not sure",
Service & Support,P5,Continuous improvement and reporting,P5-F-2,Pulse Check,high,Do you set accessibility improvement goals?,"Clear goals help drive progress. Goals might include:

• WCAG compliance targets
• Training completion rates
• Customer satisfaction scores
• Specific facility improvements
• Staff disability employment targets","Yes | Informal goals | No | Not sure",
Service & Support,P5,Continuous improvement and reporting,P5-F-3,Pulse Check,medium,Do you report on accessibility progress to leadership or stakeholders?,"Reporting creates accountability and visibility. Reports might go to:

• Board or executive team
• Managers and team leaders
• Disability advisory groups
• Public annual reports
• Regulatory bodies (if required)","Yes | Sometimes | No | Not sure",
Service & Support,P5,Continuous improvement and reporting,P5-D-1,Deep Dive,medium,Do you conduct regular accessibility audits?,"Accessibility audits provide independent assessment of your accessibility performance. Types include:

• Physical access audits
• Website accessibility testing
• Document accessibility reviews
• Customer journey audits
• Mystery shopper assessments","Yes | Occasionally | No | Not sure",
Service & Support,P5,Continuous improvement and reporting,P5-D-2,Deep Dive,medium,Do you track accessibility-related metrics or KPIs?,"Metrics help demonstrate progress over time. Examples include:

• WCAG conformance level
• Customer satisfaction scores
• Complaint resolution times
• Training completion rates
• Physical accessibility features added","Yes | Some metrics | No | Not sure",
Service & Support,P5,Continuous improvement and reporting,P5-D-3,Deep Dive,low,Do you publish accessibility information publicly?,"Public reporting demonstrates commitment and helps customers make informed choices. This might include:

• Accessibility statement on website
• Annual accessibility report
• DIAP published online
• Access information on booking sites
• Accessibility awards or certifications","Yes | Partially | No | Not sure",
